ID,MARCA,MODELO,COR,IDADE,SEXO,FATORSEGURO
27489,FIAT,PALIO,LARANJA, 73,F,13.55
27490,FIAT,UNO,VERDE, 63,M,11.60
27491,FIAT,MOBI,CINZA, 88,M,5.71
27492,HONDA,HRV,CINZA, 35,F,7.33
27493,VV,JETTA,PRATA, 94,M,21.96
27494,HONDA,FIT,PRETO, 31,F,5.19
27495,FIAT,ARGOS,AZUL, 81,F,9.21
27496,HONDA,HRV,VERDE, 58,M,5.96
27497,GM,S10,CINZA, 29,M,17.37
27498,JEEP,RENEGADE,PRATA, 99,F,16.28
27499,VV,TCROSS,PRATA, 81,M,12.10
27500,HYUNDAI,CRETA,VERDE, 94,M,11.67
27501,GM,TRACKER,PRATA, 80,F,10.19
27502,FIAT,UNO,CINZA, 27,F,15.88
27503,VV,JETTA,PRATA, 74,F,15.92
27504,FIAT,CRONOS,PRATA, 52,F,4.95
27505,VV,JETTA,LARANJA, 35,F,12.25
27506,GM,SPIN,BRANCO, 45,F,4.70
27507,JEEP,RENEGADE,CINZA, 97,F,17.32
27508,HONDA,WRV,VERDE, 38,F,4.70
27509,TOYOTA,HILUX,BRANCO, 38,F,20.82
27510,HYUNDAI,CRETA,CINZA, 30,M,9.86
27511,JEEP,RENEGADE,CINZA, 82,M,13.97
27512,FIAT,PALIO,CINZA, 98,F,25.84
27513,FIAT,UNO,PRETO, 66,F,12.29
27514,GM,SPIN,LARANJA, 25,F,3.86
27515,GM,TRACKER,BRANCO, 75,F,13.81
27516,VV,JETTA,BRANCO, 97,M,34.14
27517,GM,S10,AZUL, 29,F,13.66
27518,GM,ONIX,BRANCO, 78,F,19.59
27519,FIAT,UNO,LARANJA, 44,F,10.45
27520,TOYOTA,YARIS,AZUL, 70,F,9.37
27521,HONDA,WRV,LARANJA, 79,F,5.30
27522,GM,EQUINOX,PRATA, 60,M,6.77
27523,TOYOTA,COROLLACROSS,VERDE, 22,M,12.28
27524,VV,TAOS,PRETO, 54,M,11.52
27525,FIAT,PALIO,BRANCO, 34,F,21.52
27526,FIAT,CRONOS,CINZA, 27,F,13.77
27527,FIAT,MOBI,LARANJA, 32,M,3.44
27528,FIAT,PALIO,AZUL, 48,M,12.13
27529,FIAT,MOBI,PRATA, 35,F,3.50
27530,VV,SAVEIRO,CINZA, 94,F,21.76
27531,HONDA,FIT,VERDE, 50,M,4.78
27532,VV,VIRTUS,VERDE, 54,F,6.92
27533,GM,SPIN,CINZA, 19,F,4.76
27534,JEEP,RENEGADE,VERDE, 27,M,9.92
27535,FIAT,FASTBACK,CINZA, 94,F,16.25
27536,HONDA,CRV,BRANCO, 35,M,5.51
27537,TOYOTA,COROLLACROSS,AZUL, 87,M,13.64
27538,VV,VIRTUS,LARANJA, 26,M,8.12
27539,JEEP,COMMANDER,AZUL, 59,F,5.94
27540,FIAT,FASTBACK,LARANJA, 37,M,8.53
27541,HYUNDAI,HB20,CINZA, 62,M,14.30
27542,HONDA,FIT,PRATA, 22,F,5.96
27543,TOYOTA,HILUX,LARANJA, 86,F,16.30
27544,TOYOTA,COROLLACROSS,PRATA, 50,F,10.77
27545,GM,MONTANA,PRATA, 64,M,10.03
27546,GM,ONIX,VERDE, 75,M,11.65
27547,FIAT,CRONOS,VERDE, 51,M,9.79
27548,TOYOTA,COROLLACROSS,VERDE, 22,M,12.29
27549,VV,POLO,CINZA, 40,M,14.07
27550,JEEP,COMPASS,PRATA, 43,M,8.07
27551,GM,TRACKER,LARANJA, 59,F,6.94
27552,VV,TAOS,PRATA, 64,F,12.85
27553,TOYOTA,COROLLA,VERDE, 30,M,6.63
27554,FIAT,TORO,BRANCO, 27,F,18.44
27555,VV,TCROSS,PRETO, 27,F,10.24
27556,VV,GOL,BRANCO, 51,F,13.76
27557,HONDA,ZRV,PRATA, 97,M,8.61
27558,GM,TRAILBLAZER,LARANJA, 26,M,6.71
27559,GM,ONIX,CINZA, 89,M,17.80
27560,HONDA,CIVIC,CINZA, 64,M,9.34
27561,VV,SAVEIRO,CINZA, 73,M,15.97
27562,HONDA,HRV,BRANCO, 42,M,9.56
27563,FIAT,CRONOS,BRANCO, 55,F,6.93
27564,VV,POLO,AZUL, 55,F,10.97
27565,FIAT,STRADA,CINZA, 77,M,18.86
27566,HYUNDAI,HB20,AZUL, 24,F,13.09
27567,FIAT,PALIO,LARANJA, 22,M,14.82
27568,GM,S10,CINZA, 88,F,22.06
27569,HONDA,FIT,CINZA, 77,M,7.00
27570,HONDA,CITY,PRETO, 98,F,10.31
27571,TOYOTA,COROLLA,AZUL, 87,F,7.89
27572,TOYOTA,HILUX,LARANJA, 42,M,12.12
27573,TOYOTA,COROLLA,PRATA, 41,M,6.65
27574,FIAT,UNO,AZUL, 57,F,10.67
27575,FIAT,UNO,AZUL, 30,M,12.08
27576,JEEP,COMPASS,BRANCO, 92,F,17.60
27577,TOYOTA,HILUX,PRATA, 70,M,15.33
27578,TOYOTA,YARIS,CINZA, 33,F,11.02
27579,GM,TRAILBLAZER,PRATA, 88,M,9.35
27580,HONDA,CRV,AZUL, 68,F,3.70
27581,VV,VIRTUS,VERDE, 98,F,11.99
27582,VV,TCROSS,CINZA, 88,F,14.84
27583,VV,POLO,PRATA, 69,M,13.70
27584,FIAT,MOBI,PRATA, 93,M,5.88
27585,HYUNDAI,HB20,CINZA, 48,M,13.77
27586,FIAT,UNO,CINZA, 90,M,20.60
27587,FIAT,ARGOS,VERDE, 65,M,7.77
27588,FIAT,PALIO,VERDE, 50,M,12.46
27589,FIAT,UNO,VERDE, 57,M,11.45
27590,HONDA,CRV,PRETO, 44,F,3.07
27591,VV,GOL,CINZA, 90,M,15.62
27592,VV,TCROSS,AZUL, 48,F,8.04
27593,HONDA,WRV,AZUL, 47,M,4.60
27594,VV,TCROSS,VERDE, 79,M,10.72
27595,HYUNDAI,HB20,LARANJA, 95,M,17.45
27596,VV,JETTA,VERDE, 79,M,15.83
27597,VV,TAOS,AZUL, 43,F,11.04
27598,TOYOTA,COROLLACROSS,PRETO, 27,F,11.52
27599,FIAT,ARGOS,BRANCO, 72,M,13.21
27600,FIAT,FASTBACK,PRETO, 57,F,9.08
27601,TOYOTA,YARIS,AZUL, 89,M,12.37
27602,TOYOTA,COROLLACROSS,PRATA, 86,M,15.11
27603,FIAT,CRONOS,BRANCO, 64,F,7.52
27604,TOYOTA,YARIS,PRATA, 87,M,13.53
27605,FIAT,CRONOS,CINZA, 79,F,7.16
27606,VV,VIRTUS,PRATA, 67,M,8.73
27607,GM,ONIX,CINZA, 74,M,14.34
27608,JEEP,RENEGADE,CINZA, 88,M,15.34
27609,JEEP,RENEGADE,AZUL, 88,M,12.05
27610,HONDA,ZRV,PRETO, 70,F,5.27
27611,HYUNDAI,CRETA,BRANCO, 98,M,19.82
27612,HONDA,FIT,BRANCO, 58,M,7.28
27613,GM,SPIN,LARANJA, 53,F,3.02
27614,TOYOTA,YARIS,PRETO, 92,F,13.35
27615,FIAT,CRONOS,PRATA, 21,M,13.56
27616,FIAT,FASTBACK,CINZA, 32,M,11.46
27617,HONDA,ZRV,LARANJA, 22,F,5.38
27618,HONDA,FIT,BRANCO, 41,M,7.50
27619,GM,EQUINOX,CINZA, 67,M,8.01
27620,VV,GOL,PRATA, 35,F,9.75
27621,HONDA,CITY,BRANCO, 29,M,10.85
27622,FIAT,UNO,LARANJA, 21,F,13.15
27623,HYUNDAI,CRETA,VERDE, 25,M,8.68
27624,JEEP,RENEGADE,PRATA, 45,M,9.50
27625,JEEP,COMPASS,LARANJA, 39,F,6.77
27626,FIAT,PALIO,AZUL, 73,M,14.13
27627,VV,SAVEIRO,PRETO, 80,M,14.68
27628,JEEP,COMMANDER,PRATA, 34,M,6.94
27629,JEEP,RENEGADE,VERDE, 49,F,8.61
27630,FIAT,STRADA,PRATA, 33,M,15.04
27631,JEEP,COMPASS,VERDE, 59,F,7.08
27632,HONDA,CITY,PRATA, 30,M,7.29
27633,GM,ONIX,CINZA, 98,F,20.62
27634,VV,TAOS,PRETO, 58,F,11.83
27635,JEEP,RENEGADE,BRANCO, 61,M,14.15
27636,FIAT,CRONOS,AZUL, 96,M,7.43
27637,TOYOTA,HILUX,CINZA, 39,M,15.98
27638,VV,TCROSS,LARANJA, 66,M,8.81
27639,TOYOTA,COROLLACROSS,VERDE, 97,M,16.57
27640,GM,EQUINOX,VERDE, 38,M,6.31
27641,HONDA,HRV,PRETO, 43,F,6.15
27642,VV,GOL,LARANJA, 98,M,14.01
27643,VV,TAOS,VERDE, 25,F,13.20
27644,FIAT,UNO,LARANJA, 35,M,11.25
27645,TOYOTA,YARIS,PRETO, 45,M,8.94
27646,FIAT,PALIO,PRETO, 25,F,15.12
27647,VV,VIRTUS,VERDE, 68,F,7.56
27648,JEEP,COMMANDER,VERDE, 33,M,6.45
27649,FIAT,ARGOS,CINZA, 43,F,9.04
27650,VV,TCROSS,PRATA, 20,M,12.04
27651,TOYOTA,COROLLA,BRANCO, 45,F,9.61
27652,FIAT,FASTBACK,AZUL, 46,M,8.25
27653,HYUNDAI,CRETA,AZUL, 60,F,6.95
27654,HYUNDAI,HB20,PRETO, 25,F,13.84
27655,TOYOTA,COROLLACROSS,LARANJA, 69,M,10.51
27656,JEEP,RENEGADE,PRATA, 87,F,13.17
27657,HONDA,HRV,BRANCO, 74,M,10.95
27658,HONDA,FIT,BRANCO, 56,F,7.31
27659,GM,TRAILBLAZER,PRETO, 50,M,6.13
27660,FIAT,CRONOS,VERDE, 59,M,4.62
27661,FIAT,ARGOS,CINZA, 71,M,10.17
27662,FIAT,PALIO,VERDE, 60,M,12.80
27663,HYUNDAI,HB20,PRETO, 22,F,13.91
27664,VV,GOL,AZUL, 19,M,10.92
27665,VV,SAVEIRO,VERDE, 23,F,13.63
27666,HONDA,WRV,LARANJA, 34,F,4.38
27667,GM,ONIX,BRANCO, 27,M,18.58
27668,VV,TAOS,VERDE, 66,M,12.08
27669,HONDA,WRV,AZUL, 24,M,5.46
27670,GM,EQUINOX,VERDE, 30,F,6.24
27671,FIAT,FASTBACK,LARANJA, 39,F,8.07
27672,HYUNDAI,CRETA,CINZA, 85,F,12.10
27673,GM,S10,PRATA, 38,F,14.26
27674,FIAT,STRADA,CINZA, 46,F,15.25
27675,FIAT,UNO,PRATA, 79,M,15.63
27676,HONDA,CIVIC,PRETO, 50,F,7.32
27677,HYUNDAI,CRETA,LARANJA, 82,M,9.18
27678,GM,MONTANA,AZUL, 92,M,12.88
27679,TOYOTA,COROLLACROSS,PRATA, 31,M,12.06
27680,HONDA,CRV,VERDE, 53,F,3.01
27681,FIAT,FASTBACK,CINZA, 66,M,11.20
27682,VV,POLO,LARANJA, 46,F,10.47
27683,VV,GOL,LARANJA, 96,M,13.63
27684,GM,TRACKER,PRETO, 65,M,8.05
27685,FIAT,ARGOS,AZUL, 92,M,10.84
27686,FIAT,ARGOS,CINZA, 74,M,10.61
27687,FIAT,ARGOS,VERDE, 40,M,7.43
27688,VV,JETTA,CINZA, 94,M,24.47
27689,VV,TCROSS,AZUL, 87,M,11.85
27690,JEEP,RENEGADE,CINZA, 54,F,10.51
27691,VV,POLO,PRETO, 65,F,12.12
27692,VV,SAVEIRO,PRATA, 44,M,12.32
27693,GM,ONIX,LARANJA, 31,M,10.39
27694,TOYOTA,YARIS,PRETO, 75,M,10.70
27695,HYUNDAI,CRETA,PRATA, 76,M,9.54
27696,VV,TCROSS,BRANCO, 93,F,21.46
27697,TOYOTA,HILUX,CINZA, 23,M,18.73
27698,GM,ONIX,CINZA, 71,F,13.33
27699,JEEP,COMMANDER,PRATA, 54,M,6.64
27700,FIAT,UNO,PRETO, 69,M,12.92
27701,FIAT,PALIO,VERDE, 91,M,19.00
27702,GM,EQUINOX,PRATA, 45,M,6.45
27703,TOYOTA,YARIS,CINZA, 90,M,15.65
27704,GM,TRACKER,BRANCO, 62,M,12.17
27705,FIAT,FASTBACK,LARANJA, 58,M,8.36
27706,TOYOTA,COROLLA,BRANCO, 73,F,10.75
27707,JEEP,COMMANDER,VERDE, 60,M,6.21
27708,VV,GOL,PRETO, 27,F,10.09
27709,HONDA,CITY,AZUL, 55,F,5.74
27710,VV,VIRTUS,AZUL, 24,M,8.59
27711,JEEP,COMMANDER,AZUL, 95,M,9.41
27712,GM,ONIX,VERDE, 48,M,9.75
27713,FIAT,PALIO,VERDE, 54,M,12.60
27714,VV,TAOS,PRATA, 34,M,13.19
27715,HYUNDAI,HB20,PRETO, 34,F,12.52
27716,GM,TRACKER,CINZA, 37,M,9.28
27717,FIAT,PALIO,LARANJA, 96,M,19.70
27718,HONDA,CRV,PRETO, 67,M,3.67
27719,GM,MONTANA,PRATA, 26,M,10.97
27720,VV,VIRTUS,PRATA, 53,M,7.88
27721,GM,EQUINOX,BRANCO, 91,M,14.45
27722,HONDA,CRV,VERDE, 59,M,3.50
27723,GM,S10,BRANCO, 31,M,22.48
27724,HONDA,WRV,LARANJA, 88,F,6.07
27725,HONDA,FIT,PRATA, 20,F,6.23
27726,FIAT,PALIO,AZUL, 39,F,12.19
27727,HYUNDAI,CRETA,LARANJA, 37,M,7.40
27728,HONDA,HRV,VERDE, 23,M,7.21
27729,VV,TAOS,PRATA, 22,M,15.36
27730,JEEP,COMMANDER,VERDE, 75,F,7.07
27731,GM,EQUINOX,LARANJA, 20,M,7.37
27732,GM,SPIN,BRANCO, 96,F,7.86
27733,FIAT,CRONOS,VERDE, 44,F,4.48
27734,VV,JETTA,VERDE, 73,M,14.40
27735,GM,SPIN,VERDE, 32,F,3.30
27736,TOYOTA,HILUX,PRATA, 49,M,13.62
27737,HONDA,CRV,PRETO, 78,F,4.28
27738,FIAT,TORO,PRATA, 22,M,13.41
27739,TOYOTA,COROLLA,CINZA, 66,F,7.46
27740,VV,VIRTUS,VERDE, 37,F,7.22
27741,HYUNDAI,CRETA,PRETO, 77,F,8.94
27742,GM,TRACKER,PRETO, 99,M,13.23
27743,FIAT,ARGOS,VERDE, 46,F,7.24
27744,JEEP,RENEGADE,LARANJA, 70,F,8.95
27745,HONDA,WRV,AZUL, 36,F,4.89
27746,GM,TRAILBLAZER,CINZA, 72,F,7.85
27747,FIAT,ARGOS,PRATA, 62,F,7.97
27748,HYUNDAI,CRETA,BRANCO, 99,M,20.25
27749,VV,SAVEIRO,CINZA, 32,F,14.72
27750,HONDA,ZRV,VERDE, 48,M,4.65
27751,HONDA,FIT,CINZA, 95,M,9.14
27752,VV,GOL,PRATA, 71,M,10.70
27753,TOYOTA,COROLLA,VERDE, 32,F,6.61
27754,HONDA,FIT,CINZA, 88,M,8.04
27755,TOYOTA,COROLLACROSS,CINZA, 83,F,15.74
27756,HYUNDAI,CRETA,PRATA, 74,F,9.17
27757,TOYOTA,HILUX,AZUL, 42,F,12.06
27758,TOYOTA,YARIS,PRATA, 66,F,10.23
27759,FIAT,PALIO,LARANJA, 38,M,12.48
27760,JEEP,COMPASS,VERDE, 22,M,9.02
27761,GM,TRAILBLAZER,LARANJA, 44,F,5.75
27762,FIAT,FASTBACK,VERDE, 28,F,9.80
27763,VV,POLO,PRETO, 84,M,15.77
27764,VV,VIRTUS,PRATA, 24,M,9.77
27765,FIAT,ARGOS,AZUL, 31,F,7.76
27766,FIAT,FASTBACK,VERDE, 69,M,9.44
27767,VV,GOL,CINZA, 97,M,17.61
27768,VV,TAOS,PRATA, 49,M,12.30
27769,HONDA,ZRV,VERDE, 67,M,4.96
27770,GM,TRAILBLAZER,BRANCO, 57,M,9.69
27771,FIAT,FASTBACK,PRETO, 38,F,9.25
27772,FIAT,STRADA,VERDE, 70,F,13.55
27773,GM,MONTANA,PRETO, 45,M,8.90
27774,TOYOTA,COROLLA,CINZA, 81,F,8.99
27775,JEEP,RENEGADE,AZUL, 29,F,9.54
27776,FIAT,ARGOS,CINZA, 71,F,10.16
27777,TOYOTA,HILUX,VERDE, 94,F,19.81
27778,TOYOTA,YARIS,CINZA, 32,F,11.56
27779,HONDA,HRV,LARANJA, 40,F,5.83
27780,FIAT,MOBI,BRANCO, 84,F,6.60
27781,HONDA,CITY,LARANJA, 41,F,5.92
27782,FIAT,FASTBACK,LARANJA, 35,M,8.63
27783,HONDA,CRV,VERDE, 53,M,3.26
27784,JEEP,RENEGADE,AZUL, 34,F,8.84
27785,FIAT,PALIO,LARANJA, 93,M,18.72
27786,FIAT,FASTBACK,AZUL, 83,F,10.78
27787,HYUNDAI,CRETA,PRETO, 70,M,8.41
27788,GM,SPIN,PRATA, 58,M,3.65
27789,HYUNDAI,HB20,PRETO, 59,F,11.60
27790,GM,S10,CINZA, 67,F,16.63
27791,TOYOTA,YARIS,AZUL, 37,F,8.51
27792,VV,SAVEIRO,LARANJA, 29,M,12.19
27793,HONDA,CITY,VERDE, 98,M,10.35
27794,HONDA,WRV,CINZA, 27,F,6.34
27795,GM,SPIN,CINZA, 54,F,3.90
27796,VV,GOL,VERDE, 84,M,11.55
27797,GM,TRAILBLAZER,BRANCO, 20,M,12.10
27798,GM,EQUINOX,BRANCO, 46,F,9.17
27799,JEEP,RENEGADE,LARANJA, 71,F,9.08
27800,TOYOTA,COROLLACROSS,PRETO, 58,M,10.58
27801,JEEP,RENEGADE,BRANCO, 26,M,16.14
27802,HONDA,CITY,VERDE, 33,F,6.55
27803,TOYOTA,YARIS,PRATA, 90,M,13.98
27804,FIAT,STRADA,PRETO, 41,M,13.13
27805,FIAT,PALIO,AZUL, 95,M,19.61
27806,GM,TRACKER,LARANJA, 82,F,9.04
27807,VV,SAVEIRO,CINZA, 61,F,14.17
27808,HONDA,HRV,LARANJA, 74,M,6.57
27809,HONDA,HRV,LARANJA, 65,F,6.03
27810,VV,TAOS,LARANJA, 43,M,10.68
27811,HONDA,HRV,PRETO, 67,M,6.75
27812,VV,POLO,PRETO, 49,M,11.48
27813,GM,SPIN,BRANCO, 55,M,5.01
27814,GM,SPIN,AZUL, 19,M,4.37
27815,VV,TAOS,PRETO, 91,F,17.31
27816,TOYOTA,YARIS,PRATA, 38,F,9.83
27817,HONDA,CRV,VERDE, 37,M,3.41
27818,TOYOTA,COROLLA,BRANCO, 25,F,11.03
27819,FIAT,FASTBACK,LARANJA, 46,F,7.91
27820,HONDA,CIVIC,PRETO, 59,M,7.76
27821,FIAT,ARGOS,PRETO, 89,F,10.68
27822,FIAT,STRADA,VERDE, 37,F,12.66
27823,JEEP,RENEGADE,AZUL, 99,M,14.58
27824,VV,SAVEIRO,AZUL, 66,F,11.56
27825,TOYOTA,YARIS,LARANJA, 78,F,9.92
27826,GM,TRAILBLAZER,AZUL, 62,M,6.12
27827,HYUNDAI,HB20,AZUL, 88,M,15.67
27828,GM,EQUINOX,PRETO, 20,F,7.47
27829,FIAT,CRONOS,PRETO, 64,M,10.73
27830,FIAT,MOBI,LARANJA, 25,M,3.86
27831,HYUNDAI,HB20,AZUL, 46,M,10.77
27832,TOYOTA,YARIS,VERDE, 86,M,12.06
27833,TOYOTA,HILUX,VERDE, 22,F,15.02
27834,FIAT,UNO,CINZA, 45,F,13.46
27835,HONDA,FIT,BRANCO, 30,F,8.10
27836,HONDA,WRV,PRETO, 89,M,7.09
27837,HYUNDAI,HB20,LARANJA, 95,F,17.01
27838,VV,VIRTUS,PRATA, 46,F,7.96
27839,FIAT,FASTBACK,PRATA, 82,F,12.46
27840,GM,TRACKER,PRATA, 63,F,8.18
27841,JEEP,COMMANDER,PRETO, 36,F,6.39
27842,TOYOTA,YARIS,CINZA, 76,F,12.51
27843,FIAT,FASTBACK,BRANCO, 64,M,14.57
27844,GM,MONTANA,PRETO, 31,M,9.84
27845,VV,GOL,PRATA, 82,F,11.92
27846,FIAT,STRADA,VERDE, 89,F,18.00
27847,HONDA,FIT,BRANCO, 18,M,9.64
27848,TOYOTA,HILUX,VERDE, 65,F,12.91
27849,VV,POLO,PRETO, 23,F,13.96
27850,JEEP,COMMANDER,AZUL, 61,M,6.05
27851,HONDA,ZRV,CINZA, 70,M,6.30
27852,HONDA,CITY,AZUL, 60,F,5.75
27853,FIAT,STRADA,PRATA, 70,F,15.44
27854,TOYOTA,HILUX,BRANCO, 95,M,33.02
27855,FIAT,UNO,AZUL, 69,M,11.94
27856,VV,TAOS,PRATA, 28,F,13.78
27857,GM,EQUINOX,PRATA, 63,F,6.90
27858,HYUNDAI,CRETA,AZUL, 32,F,7.51
27859,GM,S10,PRATA, 19,F,17.73
27860,JEEP,RENEGADE,VERDE, 82,F,11.17
27861,HONDA,FIT,PRETO, 72,M,5.55
27862,VV,GOL,PRATA, 58,M,9.62
27863,TOYOTA,HILUX,AZUL, 32,F,13.16
27864,FIAT,UNO,PRETO, 80,F,14.33
27865,GM,EQUINOX,PRETO, 35,F,6.41
27866,FIAT,PALIO,PRETO, 91,M,19.82
27867,FIAT,TORO,LARANJA, 57,F,9.57
27868,FIAT,UNO,AZUL, 82,M,14.44
27869,FIAT,FASTBACK,PRATA, 66,M,10.26
27870,VV,SAVEIRO,PRETO, 65,F,12.15
27871,FIAT,CRONOS,LARANJA, 42,F,9.65
27872,HONDA,CITY,CINZA, 48,M,7.18
27873,FIAT,CRONOS,VERDE, 80,F,12.58
27874,FIAT,TORO,PRETO, 79,F,12.40
27875,FIAT,TORO,LARANJA, 38,F,9.74
27876,VV,SAVEIRO,PRETO, 57,F,11.80
27877,VV,VIRTUS,PRETO, 25,F,8.61
27878,GM,TRACKER,CINZA, 79,F,10.94
27879,VV,SAVEIRO,PRATA, 50,F,12.35
27880,GM,TRACKER,PRATA, 86,F,10.69
27881,GM,S10,PRATA, 85,M,19.11
27882,VV,TAOS,PRETO, 94,F,17.97
27883,GM,ONIX,CINZA, 39,F,12.67
27884,JEEP,RENEGADE,VERDE, 26,F,10.03
27885,HONDA,CIVIC,PRETO, 72,F,8.17
27886,HONDA,CRV,PRATA, 22,F,4.18
27887,JEEP,RENEGADE,PRATA, 58,F,9.18
27888,GM,SPIN,AZUL, 66,M,3.59
27889,GM,ONIX,LARANJA, 49,M,9.42
27890,VV,TAOS,AZUL, 92,M,16.84
27891,TOYOTA,HILUX,AZUL, 65,F,13.03
27892,VV,VIRTUS,PRATA, 46,M,8.01
27893,GM,TRAILBLAZER,AZUL, 72,M,6.60
27894,GM,SPIN,PRATA, 67,M,3.88
27895,FIAT,MOBI,PRATA, 91,F,5.05
27896,GM,SPIN,AZUL, 55,M,3.14
27897,VV,TCROSS,VERDE, 88,F,12.11
27898,HONDA,CIVIC,VERDE, 37,F,7.59
27899,TOYOTA,YARIS,PRETO, 18,M,11.84
27900,VV,GOL,LARANJA, 36,F,8.48
27901,GM,TRAILBLAZER,PRATA, 67,F,7.09
27902,FIAT,CRONOS,PRETO, 97,F,7.57
27903,HONDA,CIVIC,AZUL, 87,M,9.94
27904,FIAT,CRONOS,AZUL, 50,F,4.19
27905,FIAT,PALIO,CINZA, 23,F,18.79
27906,GM,ONIX,VERDE, 79,M,12.44
27907,FIAT,CRONOS,AZUL, 44,M,9.68
27908,GM,TRACKER,AZUL, 32,M,7.78
27909,FIAT,FASTBACK,PRETO, 53,M,8.99
27910,HYUNDAI,CRETA,VERDE, 49,M,7.24
27911,VV,TCROSS,VERDE, 91,M,13.09
27912,JEEP,RENEGADE,CINZA, 36,M,11.05
27913,HONDA,CITY,BRANCO, 82,M,12.50
27914,FIAT,STRADA,LARANJA, 50,M,11.87
27915,GM,EQUINOX,BRANCO, 57,M,9.56
27916,VV,JETTA,BRANCO, 99,F,34.91
27917,FIAT,ARGOS,PRATA, 47,F,7.64
27918,HONDA,CRV,AZUL, 67,F,3.25
27919,HONDA,HRV,LARANJA, 30,M,6.49
27920,TOYOTA,HILUX,CINZA, 57,F,15.19
27921,TOYOTA,YARIS,LARANJA, 43,M,8.17
27922,GM,SPIN,BRANCO, 63,F,5.10
27923,FIAT,FASTBACK,PRATA, 62,F,9.76
27924,VV,GOL,BRANCO, 27,M,16.04
27925,HONDA,CITY,VERDE, 69,F,6.20
27926,VV,GOL,VERDE, 44,M,8.50
27927,HONDA,ZRV,CINZA, 38,M,5.74
27928,TOYOTA,YARIS,AZUL, 83,F,10.71
27929,VV,GOL,CINZA, 36,F,11.07
27930,GM,TRACKER,PRETO, 91,M,11.52
27931,GM,ONIX,LARANJA, 50,F,9.42
27932,VV,TCROSS,PRETO, 95,M,14.55
27933,JEEP,COMPASS,CINZA, 65,M,9.46
27934,GM,EQUINOX,AZUL, 59,M,5.82
27935,JEEP,COMPASS,PRATA, 87,F,11.27
27936,HYUNDAI,CRETA,AZUL, 85,F,9.39
27937,VV,GOL,PRETO, 86,F,12.15
27938,JEEP,COMMANDER,LARANJA, 31,M,6.45
27939,HONDA,HRV,AZUL, 30,F,6.51
27940,FIAT,CRONOS,AZUL, 44,F,4.60
27941,VV,POLO,PRATA, 85,F,16.75
27942,FIAT,STRADA,AZUL, 68,M,13.22
27943,HYUNDAI,CRETA,VERDE, 53,F,7.30
27944,GM,S10,AZUL, 32,M,13.45
27945,HONDA,ZRV,PRETO, 21,F,5.79
27946,TOYOTA,COROLLA,LARANJA, 19,F,7.32
27947,HONDA,CITY,PRATA, 62,M,6.83
27948,VV,POLO,VERDE, 89,F,16.27
27949,JEEP,RENEGADE,BRANCO, 44,F,13.86
27950,VV,TAOS,CINZA, 63,M,14.37
27951,GM,S10,PRETO, 57,F,12.96
27952,HONDA,WRV,PRETO, 19,M,6.13
27953,VV,JETTA,VERDE, 82,M,16.44
27954,JEEP,COMMANDER,PRETO, 52,F,5.76
27955,GM,MONTANA,PRATA, 69,M,10.33
27956,HONDA,CRV,PRETO, 57,F,3.11
27957,GM,ONIX,PRATA, 19,M,14.00
27958,HONDA,ZRV,PRETO, 70,F,5.24
27959,HONDA,ZRV,BRANCO, 23,M,8.79
27960,FIAT,STRADA,LARANJA, 41,F,11.77
27961,VV,TAOS,PRATA, 96,M,20.44
27962,HONDA,CIVIC,LARANJA, 69,M,7.80
27963,HONDA,ZRV,PRETO, 24,M,5.81
27964,TOYOTA,COROLLA,LARANJA, 48,M,5.56
27965,FIAT,CRONOS,BRANCO, 98,M,27.26
27966,JEEP,RENEGADE,CINZA, 23,M,12.96
27967,HONDA,FIT,PRATA, 44,F,4.95
27968,HONDA,ZRV,LARANJA, 46,F,4.37
27969,TOYOTA,HILUX,AZUL, 28,F,14.02
27970,GM,TRAILBLAZER,AZUL, 61,M,6.12
27971,FIAT,FASTBACK,PRETO, 69,F,9.63
27972,HONDA,HRV,VERDE, 82,F,7.79
27973,FIAT,CRONOS,CINZA, 88,F,17.08
27974,TOYOTA,COROLLACROSS,AZUL, 28,M,10.91
27975,HONDA,CIVIC,AZUL, 32,F,7.39
27976,FIAT,CRONOS,PRATA, 28,F,5.65
27977,HYUNDAI,CRETA,PRATA, 60,M,8.19
27978,FIAT,CRONOS,CINZA, 27,M,14.07
27979,GM,TRAILBLAZER,LARANJA, 18,F,7.35
27980,HONDA,WRV,PRETO, 39,M,5.01
27981,FIAT,CRONOS,AZUL, 45,M,4.66
27982,FIAT,PALIO,LARANJA, 44,M,12.14
27983,FIAT,STRADA,CINZA, 18,M,20.39
27984,HONDA,HRV,PRETO, 94,F,9.31
27985,TOYOTA,COROLLA,PRETO, 20,F,7.95
27986,VV,GOL,BRANCO, 32,M,15.23
27987,GM,MONTANA,PRETO, 73,M,10.29
27988,VV,TCROSS,VERDE, 92,M,13.37
27989,FIAT,FASTBACK,LARANJA, 88,F,11.88
27990,TOYOTA,COROLLA,CINZA, 28,M,8.25
27991,HONDA,CITY,AZUL, 64,F,6.19
27992,JEEP,COMPASS,VERDE, 98,M,12.60
27993,HYUNDAI,CRETA,PRATA, 32,F,8.62
27994,VV,SAVEIRO,VERDE, 95,F,18.06
27995,FIAT,TORO,PRATA, 21,F,13.28
27996,VV,SAVEIRO,VERDE, 67,F,11.92
